name,id,date_start,date_end,region,type,event,draw,round,score
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U11,1,Round 3,21-921-10
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U11,1,Quarter Finals,21-1421-6
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U11,1,Round 3,21-321-6
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U11,1,Semi Finals,21-921-14
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U11,1,Round 3,21-321-5
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U11,1,Quarter Finals,21-921-4
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U11,1,Round 3,21-021-0
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U11,1,Round 2,21-1221-12
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U11,1,Finals,21-1221-11
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U11,1,Round 3,21-921-8
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U11,1,Quarter Finals,21-1621-7
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U11,1,Round 3,21-321-8
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U11,1,Semi Finals,21-1721-19
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U11,1,Round 3,21-321-13
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U11,1,Quarter Finals,21-721-4
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U11,1,Round 3,21-1221-14
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U11,1,Round 2,21-1522-20
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U11,1,Winner,21-1421-13
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U11,1,Round 2,21-621-7
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U11,1,Round 3,21-721-11
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U11,1,Quarter Finals,21-1821-11
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U11,1,Round 3,21-1621-10
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U11,1,Semi Finals,21-1621-12
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U11,1,Round 2,21-921-15
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U11,1,Round 3,21-1921-17
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U11,1,Quarter Finals,21-1121-13
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U11,1,Round 3,21-721-2
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U11,1,Finals,19-2121-1921-16
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U11,1,Round 2,21-421-5
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U11,1,Round 3,21-1721-18
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U11,1,Quarter Finals,21-1521-18
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U11,1,Round 3,21-421-6
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U11,1,Semi Finals,21-1421-6
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U11,1,Round 3,21-1821-13
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U11,1,Quarter Finals,21-821-7
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U11,1,Round 3,21-1221-14
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,GS U11,2,Quarter Finals,21-621-5
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,GS U11,2,Round 2,21-321-7
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,GS U11,2,Semi Finals,21-1021-11
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,GS U11,2,Quarter Finals,21-1721-18
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,GS U11,2,Round 2,21-1121-6
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,GS U11,2,Finals,21-1121-13
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,GS U11,2,Quarter Finals,21-921-6
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,GS U11,2,Round 2,21-1621-16
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,GS U11,2,Semi Finals,16-2121-1421-14
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,GS U11,2,Round 2,21-621-10
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,GS U11,2,Quarter Finals,21-1221-7
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,GS U11,2,Round 2,21-1118-2121-6
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,GS U11,2,Winner,21-1714-2122-20
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,GS U11,2,Round 2,21-321-0
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,GS U11,2,Quarter Finals,21-721-7
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,GS U11,2,Round 2,22-2021-19
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,GS U11,2,Semi Finals,21-1014-2121-17
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,GS U11,2,Round 2,21-921-10
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,GS U11,2,Quarter Finals,30-2821-14
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,GS U11,2,Finals,21-1221-8
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,GS U11,2,Round 2,21-1624-22
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,GS U11,2,Quarter Finals,21-121-5
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,GS U11,2,Semi Finals,21-421-5
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,GS U11,2,Round 2,21-321-4
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,GS U11,2,Quarter Finals,21-1821-8
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,XD U11,3,Quarter Finals,18-2121-1021-12
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,XD U11,3,Semi Finals,21-421-14
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,XD U11,3,Quarter Finals,21-1521-12
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,XD U11,3,Round 2,21-1721-16
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,XD U11,3,Finals,21-1421-7
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,XD U11,3,Quarter Finals,21-1717-2121-12
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,XD U11,3,Round 2,21-1721-5
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,XD U11,3,Semi Finals,21-1221-16
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,XD U11,3,Quarter Finals,21-1221-11
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,XD U11,3,Round 2,21-1121-11
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,XD U11,3,Winner,21-1221-12
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,XD U11,3,Round 2,21-821-3
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,XD U11,3,Quarter Finals,21-1621-9
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,XD U11,3,Semi Finals,21-921-17
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,XD U11,3,Round 2,21-621-15
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,XD U11,3,Quarter Finals,18-2121-1721-14
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,XD U11,3,Finals,21-1021-14
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,XD U11,3,Round 2,21-921-8
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,XD U11,3,Quarter Finals,21-421-7
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,XD U11,3,Semi Finals,21-1819-2122-20
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,XD U11,3,Round 2,21-1721-19
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,XD U11,3,Quarter Finals,21-1220-2225-23
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BD U11,4,Quarter Finals,21-321-8
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BD U11,4,Semi Finals,19-2121-721-10
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BD U11,4,Quarter Finals,21-321-2
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BD U11,4,Finals,21-1621-9
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BD U11,4,Quarter Finals,21-721-13
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BD U11,4,Semi Finals,21-1121-5
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BD U11,4,Quarter Finals,21-1112-2121-12
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BD U11,4,Winner,21-921-12
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BD U11,4,Round 2,21-421-8
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BD U11,4,Quarter Finals,22-2021-13
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BD U11,4,Semi Finals,21-1521-19
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BD U11,4,Quarter Finals,21-521-4
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BD U11,4,Finals,21-1721-18
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BD U11,4,Quarter Finals,21-021-6
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BD U11,4,Semi Finals,21-1221-9
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BD U11,4,Quarter Finals,21-721-7
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,GD U11,5,Semi Finals,18-2121-1921-16
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,GD U11,5,Quarter Finals,21-1221-16
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,GD U11,5,Finals,21-1221-7
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,GD U11,5,Semi Finals,19-2121-921-17
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,GD U11,5,Quarter Finals,16-2125-2322-20
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,GD U11,5,Winner,21-1221-13
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,GD U11,5,Quarter Finals,21-1221-8
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,GD U11,5,Semi Finals,21-321-4
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,GD U11,5,Finals,21-1021-11
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,GD U11,5,Quarter Finals,21-1221-11
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,GD U11,5,Semi Finals,21-1521-19
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U13,6,Round 3,21-621-12
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U13,6,Round 2,21-1521-14
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U13,6,Quarter Finals,21-721-15
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U13,6,Round 2,18-2121-1622-20
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U13,6,Round 3,21-1221-12
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U13,6,Round 2,21-621-5
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U13,6,Semi Finals,21-1321-13
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U13,6,Round 3,22-2021-12
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U13,6,Round 2,21-921-7
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U13,6,Quarter Finals,21-1921-14
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U13,6,Round 2,21-1121-10
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U13,6,Round 3,21-1722-20
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U13,6,Round 2,21-421-10
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U13,6,Finals,25-2321-12
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U13,6,Round 3,21-1421-15
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U13,6,Round 2,21-1021-6
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U13,6,Quarter Finals,21-821-18
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U13,6,Round 2,21-621-3
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U13,6,Round 3,21-1421-19
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U13,6,Round 2,21-1321-10
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U13,6,Semi Finals,23-2117-2121-17
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U13,6,Round 3,21-1621-10
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U13,6,Round 2,21-1715-2121-14
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U13,6,Quarter Finals,21-1821-18
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U13,6,Round 2,21-1921-17
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U13,6,Round 3,21-1721-12
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U13,6,Round 2,21-2321-1521-17
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U13,6,Winner,21-1921-14
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U13,6,Round 2,21-1018-2121-6
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U13,6,Round 3,21-1321-15
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U13,6,Round 2,21-1921-17
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U13,6,Quarter Finals,21-1921-10
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U13,6,Round 2,21-1321-15
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U13,6,Round 3,12-2121-1621-13
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U13,6,Round 2,21-521-10
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U13,6,Semi Finals,19-2121-1821-13
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U13,6,Round 2,21-821-9
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U13,6,Round 3,17-2121-1521-14
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U13,6,Round 2,21-421-4
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U13,6,Quarter Finals,27-2521-13
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U13,6,Round 2,21-521-10
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U13,6,Round 3,21-1921-13
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U13,6,Finals,21-1421-12
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U13,6,Round 2,21-621-11
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U13,6,Round 3,21-1521-16
2025 YONEX Bellevue Northwest ORC,D96AD8D0-A9D8-4679-939E-82E9963A49A7,2025-08-30,2025-09-01,NW,ORC,BS U13,6,Round 2,21-721-11
